modality,reference,model,tilt,MAE,MSE,PSNR,SSIM
faket,noiseless,0,39,0.39259535,0.1609008601690681,7.934416341751703,0.20091558
faket,noiseless,0,40,0.3947391,0.16253206846060364,7.8906093756854565,0.2024627
faket,noiseless,0,41,0.39896744,0.1658452104317229,7.802970662796167,0.20380114
faket,noiseless,0,42,0.4022746,0.1684708687156695,7.734751847024334,0.20399871
faket,noiseless,0,43,0.333367,0.11868241509523021,9.25613624708921,0.18831883
faket,noiseless,0,44,0.33894563,0.1223260711070123,9.124809727981212,0.18915164
faket,noiseless,0,45,0.34495148,0.12633551029894113,8.984745610892817,0.19072004
faket,noiseless,0,46,0.35088775,0.13036067975272564,8.848533836158524,0.19286782
faket,noiseless,0,47,0.35696504,0.13450937596803925,8.712474421354631,0.19612677
faket,noiseless,0,48,0.36573023,0.14074134673615826,8.515782975797348,0.19814408
faket,noiseless,0,49,0.37232488,0.1454853600741448,8.3718070673926,0.200415
faket,noiseless,0,50,0.31765336,0.10850302489567275,9.645581541916089,0.18659186
faket,noiseless,0,51,0.32926935,0.11588859101474229,9.359593172998313,0.1887197
faket,noiseless,0,52,0.34087482,0.1234903727892671,9.083668983352355,0.19228527
faket,noiseless,0,53,0.3528267,0.13163880361590158,8.806160733950847,0.19527835
faket,noiseless,0,54,0.3669501,0.14156144553663125,8.490550112692144,0.19933061
faket,noiseless,0,55,0.3264032,0.11391020787716442,9.434373555865676,0.19097362
faket,noiseless,0,56,0.34469986,0.12600140759433948,8.996246032392639,0.19282144
faket,noiseless,0,57,0.31418073,0.10636793089180857,9.731892887329193,0.18408453
faket,noiseless,0,58,0.33700007,0.12096253189157759,9.173491314408102,0.18797404
faket,noiseless,0,59,0.3615588,0.137857303686735,8.605702200056502,0.19160342
faket,noiseless,0,60,0.34036615,0.12371627076855632,9.075731795922938,0.17551444
shrec,noiseless,0,0,0.5301831,0.2906212424962743,5.366726448152031,0.13503185
shrec,noiseless,0,1,0.5301864,0.2901859295039014,5.373236493998653,0.13919784
shrec,noiseless,0,2,0.5195446,0.27940531892930964,5.537653306496767,0.13416842
shrec,noiseless,0,3,0.59267235,0.3599821221444061,4.437190671405691,0.13600458
shrec,noiseless,0,4,0.5873862,0.3539306291870341,4.5108185185438785,0.1270753
shrec,noiseless,0,5,0.58220804,0.3474967508295802,4.590492518030215,0.13465129
shrec,noiseless,0,6,0.5778827,0.34238114434830863,4.654901608493478,0.13517776
shrec,noiseless,0,7,0.57471496,0.3385522126674611,4.703743434494,0.13849847
shrec,noiseless,0,8,0.56982875,0.3330398357409814,4.77503816320183,0.13101229
shrec,noiseless,0,9,0.5671803,0.3299212300034882,4.815897372685104,0.12932779
shrec,noiseless,0,10,0.56565005,0.32801029295013523,4.841125279306727,0.1362609
shrec,noiseless,0,11,0.5615139,0.3232612771390789,4.904463155926729,0.13815582
shrec,noiseless,0,12,0.6461767,0.42465868486690983,3.7195998955588943,0.13090283
shrec,noiseless,0,13,0.64293003,0.42039033382937807,3.76347278402179,0.13340336
shrec,noiseless,0,14,0.64212245,0.4194775855036052,3.7729124044236606,0.12476278
shrec,noiseless,0,15,0.6422008,0.41938700263972406,3.773850330249772,0.12822142
shrec,noiseless,0,16,0.6407031,0.41768774552549126,3.7914826624488223,0.12614349
shrec,noiseless,0,17,0.6385778,0.41487931091630853,3.8207822190497183,0.12779185
shrec,noiseless,0,18,0.6372316,0.4132196040211514,3.8381908280525656,0.12380408
shrec,noiseless,0,19,0.63641155,0.41214209864695595,3.8495302178635855,0.12785631
shrec,noiseless,0,20,0.63563204,0.4110034181728961,3.8615456623231537,0.13218582
shrec,noiseless,0,21,0.63496846,0.410278194311118,3.8692156453933118,0.1306478
shrec,noiseless,0,22,0.63466555,0.41002569938444505,3.8718892193618997,0.12591258
shrec,noiseless,0,23,0.63338554,0.4082583963836306,3.8906487464865895,0.12884587
shrec,noiseless,0,24,0.63276094,0.40742552988229297,3.8995176095289663,0.1276426
shrec,noiseless,0,25,0.6324039,0.40700735553614575,3.903977420281122,0.12744121
shrec,noiseless,0,26,0.63243663,0.4069824862259693,3.904242794702955,0.13306269
shrec,noiseless,0,27,0.6320275,0.4065488476490417,3.908872655928804,0.12887225
shrec,noiseless,0,28,0.632511,0.40718313632201825,3.9021021680575076,0.12890045
shrec,noiseless,0,29,0.6313429,0.40564619686061043,3.9185259139867235,0.12879634
shrec,noiseless,0,30,0.63142467,0.40593451109736234,3.915440249526858,0.12413341
shrec,noiseless,0,31,0.6317838,0.40635180011686534,3.910978120054294,0.12547427
shrec,noiseless,0,32,0.63122565,0.40557358636295027,3.919303368856499,0.1326914
shrec,noiseless,0,33,0.63243437,0.40716225681643337,3.902324870958237,0.12969501
shrec,noiseless,0,34,0.63294464,0.4079176111771473,3.894275443226501,0.1263274
shrec,noiseless,0,35,0.63179046,0.4064014664361587,3.9104473363756536,0.12799096
shrec,noiseless,0,36,0.633157,0.40817498945321895,3.8915360979933915,0.12839666
shrec,noiseless,0,37,0.6333531,0.40832789223773397,3.88990953089001,0.13331465
shrec,noiseless,0,38,0.6327877,0.4077802233403317,3.8957384060406457,0.12742409
shrec,noiseless,0,39,0.6338803,0.4092307750693085,3.8803171381566273,0.12312049
shrec,noiseless,0,40,0.6352344,0.410778262524367,3.863925463685709,0.13179263
shrec,noiseless,0,41,0.6365918,0.41263095693346924,3.844381929381285,0.12980232
shrec,noiseless,0,42,0.6375084,0.4136235093084968,3.833947850185775,0.14134428
shrec,noiseless,0,43,0.6383857,0.41504727908403233,3.8190242888845005,0.12428519
shrec,noiseless,0,44,0.63886523,0.41568904635573595,3.8123141925114945,0.12709183
shrec,noiseless,0,45,0.64118254,0.41871922467741124,3.7807709886600582,0.12713438
shrec,noiseless,0,46,0.64172685,0.41943316465092884,3.773372327751935,0.1282032
shrec,noiseless,0,47,0.5593031,0.3212437854551806,4.931652651194142,0.14050278
shrec,noiseless,0,48,0.5602615,0.32249904543762775,4.914715664916108,0.13222599
shrec,noiseless,0,49,0.5622207,0.32483980565878956,4.883307580062147,0.13267799
shrec,noiseless,0,50,0.5642198,0.32700542714913106,4.854450395068052,0.13895474
shrec,noiseless,0,51,0.56689453,0.33019187699097147,4.812336149659884,0.13339627
shrec,noiseless,0,52,0.5693202,0.3332355699713258,4.772486476680767,0.13331416
shrec,noiseless,0,53,0.574597,0.3393684505976074,4.693285343466805,0.13280228
shrec,noiseless,0,54,0.577505,0.34280616303472633,4.649513788494424,0.13159364
shrec,noiseless,0,55,0.5822777,0.3483672217920508,4.57962714928809,0.13110012
shrec,noiseless,0,56,0.5049516,0.26511955614946603,5.765582359992671,0.13695613
shrec,noiseless,0,57,0.5100075,0.2703973736371165,5.679975310012861,0.13175792
shrec,noiseless,0,58,0.5171167,0.2777630918738318,5.563254621996333,0.13704036
shrec,noiseless,0,59,0.52341545,0.28436955849056705,5.461168962937761,0.1383076
shrec,noiseless,0,60,0.5234276,0.2846718673618344,5.456554497944218,0.13428
noisy,noiseless,1,0,0.36426383,0.14075343678902205,8.515409921406631,0.19148576
noisy,noiseless,1,1,0.36561513,0.1415277017142612,8.49158545834671,0.19209763
noisy,noiseless,1,2,0.36692014,0.14232387690071532,8.467222345864759,0.19340849
noisy,noiseless,1,3,0.36816087,0.1431082477013509,8.443353359958834,0.1949858
noisy,noiseless,1,4,0.36932063,0.1437907493781725,8.422690529186553,0.19562817
noisy,noiseless,1,5,0.3703913,0.14443827581010457,8.40317704478295,0.19721878
noisy,noiseless,1,6,0.37138206,0.1450668437365791,8.3843183792541,0.19797987
noisy,noiseless,1,7,0.37234658,0.14566179119512354,8.366543538532902,0.19904803
noisy,noiseless,1,8,0.37323678,0.14621305937891102,8.350138355662335,0.20040505
noisy,noiseless,1,9,0.37405935,0.14673132760941304,8.334771529910949,0.20135385
noisy,noiseless,1,10,0.37482926,0.14724109748754852,8.319709541226139,0.20198265
noisy,noiseless,1,11,0.37553123,0.14766494220275983,8.307226002541462,0.20282283
noisy,noiseless,1,12,0.3761574,0.1480579677385253,8.29568216091204,0.20410016
noisy,noiseless,1,13,0.37671477,0.14840545105251465,8.285501467756603,0.20423418
noisy,noiseless,1,14,0.37722135,0.14873312252222268,8.275923043310119,0.20511356
noisy,noiseless,1,15,0.37768063,0.14903185158053595,8.2672090281358,0.20587462
noisy,noiseless,1,16,0.37806326,0.14927624018970276,8.260093120047856,0.20593141
noisy,noiseless,1,17,0.3783642,0.14946949234898385,8.25447440493617,0.20672545
noisy,noiseless,1,18,0.37861073,0.14960133317803603,8.25064536222329,0.20716298
noisy,noiseless,1,19,0.37878317,0.14968271963936733,8.248283345831414,0.20744295
noisy,noiseless,1,20,0.378883,0.1497349401557428,8.246768466425205,0.20766562
noisy,noiseless,1,21,0.37889552,0.14971865285373556,8.247240892574627,0.20807812
noisy,noiseless,1,22,0.3788363,0.14968252578638436,8.248288970350766,0.20829327
noisy,noiseless,1,23,0.37869832,0.14957247765978374,8.251483122209914,0.20782457
noisy,noiseless,1,24,0.3784988,0.1494230335622228,8.255824508611544,0.20782456
noisy,noiseless,1,25,0.37824982,0.14922651743473342,8.261539962179553,0.20751756
noisy,noiseless,1,26,0.37792286,0.14896603099280814,8.269127532942871,0.20723327
noisy,noiseless,1,27,0.37750107,0.14865165615396542,8.27830247881703,0.20685385
noisy,noiseless,1,28,0.37700707,0.14827808731757405,8.289230246979145,0.20631135
noisy,noiseless,1,29,0.37643602,0.1478468669999574,8.301878741074058,0.20629549
noisy,noiseless,1,30,0.37579677,0.14740428556742616,8.314898898064861,0.20561266
noisy,noiseless,1,31,0.37516943,0.14694204920148848,8.328539079332291,0.20477088
noisy,noiseless,1,32,0.37446022,0.1464513882254329,8.343065072477449,0.2040411
noisy,noiseless,1,33,0.37368467,0.14588805296088223,8.359802718187305,0.20331092
noisy,noiseless,1,34,0.3728324,0.14527833709658644,8.37799139871377,0.2026442
noisy,noiseless,1,35,0.37190145,0.14460306231173123,8.398225097316383,0.20129588
noisy,noiseless,1,36,0.37090534,0.14390177146237332,8.419338597701477,0.20023361
noisy,noiseless,1,37,0.36984497,0.14315947335918322,8.441799079183937,0.19934294
noisy,noiseless,1,38,0.36871666,0.1424004866866058,8.464885263947656,0.1977287
noisy,noiseless,1,39,0.36751282,0.14154386281923617,8.491089564050066,0.19732867
noisy,noiseless,1,40,0.3662433,0.140689955114855,8.517369089186253,0.19609553
noisy,noiseless,1,41,0.36491892,0.1397589501732747,8.546203703009281,0.19497876
noisy,noiseless,1,42,0.3635372,0.13879395273439027,8.576294557204868,0.19302139
noisy,noiseless,1,43,0.36209273,0.1377805876901071,8.608119671377521,0.19227274
noisy,noiseless,1,44,0.3605603,0.13671838532441843,8.641730793747687,0.1906721
noisy,noiseless,1,45,0.35893017,0.13554784002176828,8.679073985859018,0.18989953
noisy,noiseless,1,46,0.35724032,0.13436593258746155,8.717108292340804,0.18847694
noisy,noiseless,1,47,0.3554647,0.13313696126102637,8.757013596768875,0.18750118
noisy,noiseless,1,48,0.35363704,0.13186337184049052,8.798758232305975,0.18652123
noisy,noiseless,1,49,0.35174936,0.13058950574761893,8.840917218283376,0.1847286
noisy,noiseless,1,50,0.34979716,0.12927750995223591,8.884770215479719,0.18416595
noisy,noiseless,1,51,0.347791,0.12796109557971938,8.929220502213337,0.18255353
noisy,noiseless,1,52,0.34573174,0.12664701078279472,8.974050562947351,0.18078999
noisy,noiseless,1,53,0.3435811,0.12525193092206366,9.022155701925872,0.18070593
noisy,noiseless,1,54,0.34137177,0.12384561113696131,9.071193794113922,0.1791257
noisy,noiseless,1,55,0.33909404,0.12237196856160933,9.123180535403645,0.17806819
noisy,noiseless,1,56,0.3367421,0.12086787643476779,9.176891080794665,0.17735463
noisy,noiseless,1,57,0.3343228,0.1193198151019099,9.232874282925634,0.17625526
noisy,noiseless,1,58,0.33184293,0.11778332015037202,9.289162076775613,0.17492162
noisy,noiseless,1,59,0.3293143,0.11618164764904321,9.348624687978722,0.17469516
noisy,noiseless,1,60,0.326705,0.11454766074939374,9.41013775387752,0.17402503
faket,noiseless,1,0,0.39508563,0.1636269890605717,7.861450610964667,0.2231531
faket,noiseless,1,1,0.38979873,0.15949215051204857,7.972606861064193,0.21646507
faket,noiseless,1,2,0.38500836,0.15571941551332785,8.076572350579912,0.21447253
faket,noiseless,1,3,0.38079876,0.15270382565114837,8.161500825351231,0.2051973
faket,noiseless,1,4,0.3769291,0.14967432280711257,8.248526981183025,0.20550916
faket,noiseless,1,5,0.37286362,0.14686630809148798,8.330778222368126,0.19655645
faket,noiseless,1,6,0.3707499,0.14533120594765497,8.376411226893092,0.19491167
faket,noiseless,1,7,0.36754432,0.143323294991951,8.436832159931384,0.18516478
faket,noiseless,1,8,0.3651529,0.14148085544815062,8.493023229363912,0.18677369
faket,noiseless,1,9,0.36345384,0.14021017174827927,8.532204787095388,0.18627837
faket,noiseless,1,10,0.35987982,0.13823540542953766,8.593807093975816,0.17269513
faket,noiseless,1,11,0.35966855,0.13801233028160864,8.600821111781539,0.17234421
faket,noiseless,1,12,0.35765782,0.13653270867850875,8.647632937008431,0.17374128
faket,noiseless,1,13,0.35690105,0.13597783340970834,8.665318828979302,0.17262457
faket,noiseless,1,14,0.35485142,0.13450383494232127,8.712653329809395,0.17321762
faket,noiseless,1,15,0.35366884,0.13445374767774357,8.714270880254286,0.1585662
faket,noiseless,1,16,0.35202557,0.1332725293308466,8.752593598847898,0.15884179
faket,noiseless,1,17,0.35219163,0.13340555859621234,8.748260743372501,0.15831682
faket,noiseless,1,18,0.35147586,0.1328774145228433,8.76548830807913,0.15862697
faket,noiseless,1,19,0.35131446,0.13270193552263546,8.771227426919326,0.15930443
faket,noiseless,1,20,0.35006243,0.13220788683388018,8.787426363309628,0.1544016
faket,noiseless,1,21,0.3484649,0.13102463567953726,8.8264703920092,0.1553697
faket,noiseless,1,22,0.34919608,0.1315449962405571,8.809256671255607,0.15546675
faket,noiseless,1,23,0.3479396,0.13069503748229488,8.837409023580307,0.1546591
faket,noiseless,1,24,0.34816474,0.1308571520233728,8.832025359251176,0.15431884
faket,noiseless,1,25,0.34647787,0.12967969568410984,8.871280173056467,0.15473434
faket,noiseless,1,26,0.34608328,0.12937952103815073,8.88134460946908,0.15446919
faket,noiseless,1,27,0.3476439,0.1303985297571849,8.847273052447527,0.15512522
faket,noiseless,1,28,0.3474624,0.13025383642021826,8.852094763847212,0.15561499
faket,noiseless,1,29,0.34668276,0.1296928035151002,8.870841216830092,0.15612516
faket,noiseless,1,30,0.34644967,0.12950186170003164,8.877239881832,0.15976062
faket,noiseless,1,31,0.34769893,0.13035059574637825,8.84886979618219,0.15679
faket,noiseless,1,32,0.34653968,0.12955703810222666,8.875389892707117,0.1570923
faket,noiseless,1,33,0.347008,0.1298264978291156,8.866366581789507,0.15748397
faket,noiseless,1,34,0.3481614,0.1305747185953317,8.841409014482831,0.15897024
faket,noiseless,1,35,0.34713453,0.12985711637747183,8.86534245350962,0.15827885
faket,noiseless,1,36,0.347951,0.13041268698939276,8.846801569057384,0.15788627
faket,noiseless,1,37,0.34936953,0.13137903913372456,8.814739187542042,0.15829258
faket,noiseless,1,38,0.34923765,0.1312602926642339,8.818666317542432,0.15896195
faket,noiseless,1,39,0.35191956,0.13308046678106486,8.758856845083159,0.15936652
faket,noiseless,1,40,0.35132045,0.1327150290050993,8.770798936811492,0.15882427
faket,noiseless,1,41,0.3527555,0.13365757322006655,8.740064284936501,0.15918311
faket,noiseless,1,42,0.35373724,0.13431211776567928,8.718848031067242,0.15945715
faket,noiseless,1,43,0.35357055,0.13415391866210213,8.723966369803282,0.15973574
faket,noiseless,1,44,0.35506225,0.13518996363439648,8.69055548778925,0.1593261
faket,noiseless,1,45,0.35704532,0.13567774840754085,8.674913722092237,0.17677394
faket,noiseless,1,46,0.3577138,0.13610240190495698,8.661342103964866,0.17686623
faket,noiseless,1,47,0.35959458,0.13735308418164083,8.621615843101868,0.17811927
faket,noiseless,1,48,0.3615008,0.13863534419373946,8.581260350093714,0.1785922
faket,noiseless,1,49,0.36411065,0.14048297748259775,8.523762966361598,0.17834002
faket,noiseless,1,50,0.36566418,0.14099193381972963,8.508057327189892,0.19187056
faket,noiseless,1,51,0.36797473,0.142649014278917,8.457312250213185,0.19232471
faket,noiseless,1,52,0.37118402,0.14503504321172037,8.385270513186658,0.19145462
faket,noiseless,1,53,0.37442577,0.14743776285695534,8.313912674949687,0.19221562
faket,noiseless,1,54,0.37815744,0.14980851480829727,8.244635015286452,0.20474795
faket,noiseless,1,55,0.38028526,0.15141562241629214,8.198293138771088,0.20533815
faket,noiseless,1,56,0.38465178,0.15441598360865447,8.113077478230498,0.2185857
faket,noiseless,1,57,0.3913237,0.15959973378343836,7.969678373993253,0.2174634
faket,noiseless,1,58,0.39726594,0.16417581913762877,7.846908081692574,0.22408575
faket,noiseless,1,59,0.4041068,0.16983537450973565,7.69971846752167,0.21688375
faket,noiseless,1,60,0.41396022,0.1779218570561254,7.497706971336769,0.2152566
shrec,noiseless,1,0,0.6131848,0.3816110268632358,4.183790846056094,0.16182439
shrec,noiseless,1,1,0.60731804,0.37437121026263187,4.266975565814242,0.16989344
shrec,noiseless,1,2,0.57746994,0.33963781288254963,4.689839644467792,0.15552866
shrec,noiseless,1,3,0.5491055,0.30781326979363616,5.117126617172454,0.16430289
shrec,noiseless,1,4,0.56203806,0.3220138588217687,4.921254367504446,0.1683774
shrec,noiseless,1,5,0.5422053,0.30069075561860675,5.218799235640716,0.15405059
shrec,noiseless,1,6,0.5656368,0.32616145316429923,4.865673666165123,0.169622
shrec,noiseless,1,7,0.54836607,0.30694722074031844,5.129362945938579,0.17505802
shrec,noiseless,1,8,0.5295211,0.28685601676897327,5.423360364137188,0.17210414
shrec,noiseless,1,9,0.51545364,0.27254769115321864,5.645574926810979,0.15863451
shrec,noiseless,1,10,0.5002653,0.2572901419215842,5.895768534751424,0.16335611
shrec,noiseless,1,11,0.5441643,0.30262512767001853,5.1909501433212615,0.1706486
shrec,noiseless,1,12,0.5331086,0.29098882502488654,5.3612368910074695,0.16409929
shrec,noiseless,1,13,0.5227424,0.2799405149341182,5.5293424287361725,0.17334414
shrec,noiseless,1,14,0.51641965,0.27365344521322854,5.6279907985227995,0.1702728
shrec,noiseless,1,15,0.505893,0.2631906852871859,5.7972948511872024,0.16276537
shrec,noiseless,1,16,0.4974893,0.2546181777291076,5.941105943758583,0.16879374
shrec,noiseless,1,17,0.4887584,0.24685144720489607,6.07564322318227,0.14042437
shrec,noiseless,1,18,0.5499934,0.3092119926028827,5.097436705743677,0.1524966
shrec,noiseless,1,19,0.5466958,0.30558721636519476,5.148648175642093,0.17309642
shrec,noiseless,1,20,0.54071844,0.2990353240755352,5.242775068429509,0.17155597
shrec,noiseless,1,21,0.5366274,0.2946278609323683,5.307261873064551,0.17782715
shrec,noiseless,1,22,0.53271323,0.29075382402771294,5.364745646710079,0.16983128
shrec,noiseless,1,23,0.5293482,0.2871748587779001,5.418535838307134,0.17013532
shrec,noiseless,1,24,0.5258006,0.2834025824019256,5.475961967215978,0.17487067
shrec,noiseless,1,25,0.52290297,0.2810573308462322,5.5120508247727,0.15446953
shrec,noiseless,1,26,0.5216545,0.27915416278021477,5.54155891514082,0.1776201
shrec,noiseless,1,27,0.5182059,0.27609659890659033,5.589389431803598,0.15228318
shrec,noiseless,1,28,0.51464486,0.27233979759951693,5.6488888963713215,0.16168945
shrec,noiseless,1,29,0.51498264,0.2728827782947328,5.64023871906401,0.15741436
shrec,noiseless,1,30,0.5155029,0.27338318733678135,5.632281974177122,0.15428609
shrec,noiseless,1,31,0.51645315,0.27366634783732824,5.627786035657625,0.16067974
shrec,noiseless,1,32,0.5156422,0.2726767925785233,5.6435182312906385,0.17330265
shrec,noiseless,1,33,0.51574194,0.27302383122160245,5.637994433756187,0.1650482
shrec,noiseless,1,34,0.5161061,0.27317324298652634,5.635618415658673,0.17466825
shrec,noiseless,1,35,0.5159858,0.27311962444684473,5.636470934055833,0.17081109
shrec,noiseless,1,36,0.5179285,0.27505969856311774,5.605730372868902,0.17022116
shrec,noiseless,1,37,0.51998043,0.27709471337357044,5.57371759943456,0.18045998
shrec,noiseless,1,38,0.52197665,0.27927410233493033,5.5396933545727105,0.17051043
shrec,noiseless,1,39,0.523345,0.28080560927446285,5.515942211411802,0.16370781
shrec,noiseless,1,40,0.5254599,0.2830153636420495,5.48189987924986,0.16648072
shrec,noiseless,1,41,0.5296484,0.28749504508251295,5.413696358851908,0.1655587
shrec,noiseless,1,42,0.5329322,0.2908905528464659,5.362703829580704,0.16201355
shrec,noiseless,1,43,0.46488744,0.22358011783446824,6.505668192949803,0.17326434
shrec,noiseless,1,44,0.47045386,0.22880715680474684,6.4053039547254755,0.16987935
shrec,noiseless,1,45,0.47641316,0.23440975347466658,6.300243218685322,0.16524252
shrec,noiseless,1,46,0.48231113,0.23981033012280603,6.201321130690971,0.1703786
shrec,noiseless,1,47,0.48834535,0.2459706979823359,6.091166264841999,0.15404502
shrec,noiseless,1,48,0.49701184,0.25414358347213034,5.9492085073729495,0.16473158
shrec,noiseless,1,49,0.5035325,0.26037634058071757,5.843984810180453,0.16891837
shrec,noiseless,1,50,0.44955254,0.2098623074949903,6.780655562574722,0.15651348
shrec,noiseless,1,51,0.46103328,0.21985862368990344,6.5785649503182615,0.17161085
shrec,noiseless,1,52,0.47252074,0.2307242595189163,6.369067391534312,0.16428468
shrec,noiseless,1,53,0.4843155,0.24161978529476966,6.168675059262255,0.17843892
shrec,noiseless,1,54,0.4982515,0.2552617864825481,5.930141956224359,0.17630267
shrec,noiseless,1,55,0.45819822,0.2175875169692255,6.623660238033181,0.1625
shrec,noiseless,1,56,0.47626948,0.23421151513497912,6.303917564171981,0.17052412
shrec,noiseless,1,57,0.4461125,0.20689904331798054,6.842415174670956,0.15441945
shrec,noiseless,1,58,0.46867418,0.227277567581207,6.434434272599199,0.15614703
shrec,noiseless,1,59,0.49293774,0.2504968440815055,6.011977412802536,0.15301432
shrec,noiseless,1,60,0.47201943,0.23008631849251737,6.3810920479879485,0.16623583
noisy,noiseless,2,0,0.37856758,0.15097582083026997,8.210926005268139,0.18664318
noisy,noiseless,2,1,0.37993458,0.15190151883183473,8.184378836949026,0.18833038
noisy,noiseless,2,2,0.38123947,0.15277033837462514,8.159609594429563,0.18907507
noisy,noiseless,2,3,0.38247183,0.15358009308231696,8.136650735283741,0.1905105
noisy,noiseless,2,4,0.3836429,0.15438988397795472,8.113811591588394,0.19106464
noisy,noiseless,2,5,0.38475853,0.1551328500779974,8.092962286403694,0.19179259
noisy,noiseless,2,6,0.38581175,0.15581126694724265,8.07401141040253,0.19302194
noisy,noiseless,2,7,0.38676327,0.1564496768300123,8.056253296164606,0.19403934
noisy,noiseless,2,8,0.3876756,0.15709635407148795,8.0383389404983,0.19487411
noisy,noiseless,2,9,0.38851857,0.15768242942489852,8.022166974697365,0.1954928
noisy,noiseless,2,10,0.3893047,0.1582397337935985,8.006844563590574,0.19635588
noisy,noiseless,2,11,0.39000311,0.15873152153702774,7.993368207547188,0.19712679
noisy,noiseless,2,12,0.39064232,0.15916892483941916,7.981417173024601,0.19792618
noisy,noiseless,2,13,0.3912046,0.15954921975313852,7.971053153045982,0.19870387
noisy,noiseless,2,14,0.39169034,0.15988462468984418,7.961932981888166,0.19938076
noisy,noiseless,2,15,0.3921157,0.1601857446256586,7.95376135604367,0.1998331
noisy,noiseless,2,16,0.39247152,0.16042239144864276,7.947350138330678,0.20036505
noisy,noiseless,2,17,0.39278185,0.16065208780380427,7.941136260677717,0.20056842
noisy,noiseless,2,18,0.39302933,0.16085038100826865,7.935779060421316,0.20097283
noisy,noiseless,2,19,0.3932137,0.16096717064697977,7.932626895624741,0.20131555
noisy,noiseless,2,20,0.39331332,0.16102167049949204,7.931156721357063,0.20105815
noisy,noiseless,2,21,0.39334664,0.16102573269311818,7.931047160574467,0.20108461
noisy,noiseless,2,22,0.3933017,0.16098626370888164,7.932111789367035,0.2008447
noisy,noiseless,2,23,0.39317545,0.16087001048938196,7.935249098655385,0.20086782
noisy,noiseless,2,24,0.39297092,0.1607076314112409,7.939634997077297,0.20138083
noisy,noiseless,2,25,0.39270812,0.160488048260546,7.945573044912799,0.20103313
noisy,noiseless,2,26,0.39235198,0.16020854197664697,7.953143319819743,0.20108408
noisy,noiseless,2,27,0.3919384,0.1599170509669708,7.9610522764794736,0.20021194
noisy,noiseless,2,28,0.39144903,0.159552102571823,7.970974683158241,0.20032594
noisy,noiseless,2,29,0.39088425,0.15911369408860176,7.982924412762222,0.19981542
noisy,noiseless,2,30,0.390255,0.1586629794732804,7.9952439451816915,0.19906574
noisy,noiseless,2,31,0.38960016,0.15812701575082966,8.0099392520259,0.19797009
noisy,noiseless,2,32,0.3888701,0.1575500324287373,8.02581503098549,0.19799471
noisy,noiseless,2,33,0.38807046,0.15692054796280178,8.043201839939062,0.19701701
noisy,noiseless,2,34,0.38720497,0.1562363049421936,8.06218040855583,0.19661486
noisy,noiseless,2,35,0.3862849,0.15553666401916916,8.081672201141046,0.1954112
noisy,noiseless,2,36,0.38527957,0.15476075570590744,8.103391582600183,0.19501969
noisy,noiseless,2,37,0.38418406,0.15391915979300605,8.127073160069969,0.19437066
noisy,noiseless,2,38,0.38302207,0.15305323090976186,8.151574981380561,0.19335829
noisy,noiseless,2,39,0.38177854,0.15215189230775814,8.17722641966958,0.19152296
noisy,noiseless,2,40,0.38047406,0.15117364014828477,8.205239293120808,0.19094858
noisy,noiseless,2,41,0.37910318,0.15018221507331558,8.233814944479814,0.18946272
noisy,noiseless,2,42,0.3776757,0.14913216500327206,8.264286772922178,0.18893975
noisy,noiseless,2,43,0.37618613,0.14806233818549405,8.29555396565058,0.18771261
noisy,noiseless,2,44,0.37463114,0.1469388808536976,8.328632722425235,0.18634978
noisy,noiseless,2,45,0.37298903,0.14574569114480948,8.364042759493547,0.18567123
noisy,noiseless,2,46,0.3712812,0.14450564483343936,8.401151877023716,0.18469256
noisy,noiseless,2,47,0.36950955,0.14319920523324986,8.440593923896984,0.1831868
noisy,noiseless,2,48,0.36766776,0.14189385522072773,8.48036411459461,0.18205072
noisy,noiseless,2,49,0.36576253,0.14052357671975646,8.522508047248397,0.18101764
noisy,noiseless,2,50,0.36378872,0.1391165572072389,8.566211785930339,0.17977107
noisy,noiseless,2,51,0.3617509,0.1377212874155725,8.609989261731023,0.17870939
noisy,noiseless,2,52,0.35965782,0.13631298289410607,8.654627785692071,0.17747429
noisy,noiseless,2,53,0.35747755,0.1348175091600936,8.702537009920626,0.17692393
noisy,noiseless,2,54,0.35522914,0.1332981820054568,8.751757736947855,0.1757754
noisy,noiseless,2,55,0.35292694,0.1317570369507217,8.802261804626246,0.17499277
noisy,noiseless,2,56,0.35054982,0.13016548683998297,8.855041529560783,0.1737891
noisy,noiseless,2,57,0.34810543,0.1284859003915726,8.91144527726495,0.17313927
noisy,noiseless,2,58,0.3455758,0.12679954714613348,8.968822974975554,0.17271197
noisy,noiseless,2,59,0.342992,0.12510603358121913,9.02721744760283,0.17149387
noisy,noiseless,2,60,0.34033883,0.12341139540776286,9.08644737108143,0.17077659
faket,noiseless,2,0,0.31825662,0.10672446900939771,9.717359972816842,0.3874846
faket,noiseless,2,1,0.31822556,0.10659370621629742,9.722684373003066,0.38612628
faket,noiseless,2,2,0.31431907,0.10399418155595527,9.829909586707458,0.38448435
faket,noiseless,2,3,0.31169647,0.10224152121901564,9.903726974083924,0.38253003
faket,noiseless,2,4,0.30895692,0.10045670762817464,9.98021059526529,0.38197434
faket,noiseless,2,5,0.30638874,0.09876959126649139,10.053767434479049,0.38149923
faket,noiseless,2,6,0.3038097,0.09707838476056252,10.128774582920032,0.38099527
