"background","1S3X","3QM1","3GL1","3H84","2CG9","3D2F","1U6G","3CF3","1BXN","1QVR","4CR2","5MRC","fiducial"
0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,38,2,0,0,1,0,0,0,0,0,0,1,0
84,0,36,0,0,0,0,0,0,0,0,0,0,0
77,0,0,41,0,0,0,0,0,0,0,0,5,0
46,0,0,0,97,0,0,1,0,0,0,0,0,0
39,0,0,0,0,83,1,0,0,0,0,0,2,0
28,0,0,0,0,0,112,0,0,0,0,0,0,0
30,0,0,0,0,0,1,112,0,0,0,0,0,0
5,0,0,0,0,0,0,0,134,0,0,0,0,0
11,0,0,0,0,0,0,0,0,123,0,1,0,0
5,0,0,0,0,0,0,0,0,0,122,0,0,0
0,0,0,0,0,0,0,0,0,0,0,115,0,0
0,0,0,0,0,0,0,0,0,0,0,0,121,0
2,0,0,0,0,0,0,0,0,0,0,0,0,9
